id,lang,title,path,main_topic_number,main_topic_dir,subtopic_number,subtopic_dir,slug,review_status,translation_status,source_count,opened_at,canonical
LAP-11-12,hu,LIFO und FIFO,11_Informatik/12_LIFO_und_FIFO/README.md,11,11_Informatik,12,12_LIFO_und_FIFO,11-12-lifo_und_fifo,draft,de_complete,3,2026-04-08,True
LAP-11-13,hu,Stack und Queue,11_Informatik/13_Stack_und_Queue/README.md,11,11_Informatik,13,13_Stack_und_Queue,11-13-stack_und_queue,draft,de_complete,3,2026-04-08,True
LAP-11-14,hu,Userinterface,11_Informatik/14_Userinterface/README.md,11,11_Informatik,14,14_Userinterface,11-14-userinterface,draft,de_complete,3,2026-04-08,True
LAP-11-15,hu,Zeichencodierung,11_Informatik/15_Zeichencodierung/README.md,11,11_Informatik,15,15_Zeichencodierung,11-15-zeichencodierung,draft,de_complete,3,2026-04-08,True
LAP-11-16,hu,Standards ANSI ISO IEEE,11_Informatik/16_Standards_ANSI_ISO_IEEE/README.md,11,11_Informatik,16,16_Standards_ANSI_ISO_IEEE,11-16-standards_ansi_iso_ieee,draft,de_complete,4,2026-04-08,True
LAP-11-17,hu,Frame,11_Informatik/17_Frame/README.md,11,11_Informatik,17,17_Frame,11-17-frame,draft,de_complete,3,2026-04-08,True
LAP-11-18,hu,Webservices,11_Informatik/18_Webservices/README.md,11,11_Informatik,18,18_Webservices,11-18-webservices,draft,de_complete,3,2026-04-08,True
LAP-11-19,hu,SOAP und WSDL,11_Informatik/19_SOAP_und_WSDL/README.md,11,11_Informatik,19,19_SOAP_und_WSDL,11-19-soap_und_wsdl,draft,de_complete,3,2026-04-08,True
LAP-11-20,hu,REST API,11_Informatik/20_REST_API/README.md,11,11_Informatik,20,20_REST_API,11-20-rest_api,draft,de_complete,3,2026-04-08,True
LAP-11-21,hu,JSON,11_Informatik/21_JSON/README.md,11,11_Informatik,21,21_JSON,11-21-json,draft,de_complete,3,2026-04-08,True
LAP-11-22,hu,Agile Softwareentwicklung,11_Informatik/22_Agile_Softwareentwicklung/README.md,11,11_Informatik,22,22_Agile_Softwareentwicklung,11-22-agile_softwareentwicklung,draft,de_complete,2,2026-04-08,True
LAP-11-23,hu,Reaktive Programmierung,11_Informatik/23_Reaktive_Programmierung/README.md,11,11_Informatik,23,23_Reaktive_Programmierung,11-23-reaktive_programmierung,draft,de_complete,2,2026-04-08,True
LAP-11-24,hu,Frameworks,11_Informatik/24_Frameworks/README.md,11,11_Informatik,24,24_Frameworks,11-24-frameworks,draft,de_complete,3,2026-04-08,True
LAP-11-25,hu,Einsatzgebiet AngularJS,11_Informatik/25_Einsatzgebiet_AngularJS/README.md,11,11_Informatik,25,25_Einsatzgebiet_AngularJS,11-25-einsatzgebiet_angularjs,draft,de_complete,2,2026-04-08,True
LAP-11-26,hu,Einsatzgebiet Bootstrap,11_Informatik/26_Einsatzgebiet_Bootstrap/README.md,11,11_Informatik,26,26_Einsatzgebiet_Bootstrap,11-26-einsatzgebiet_bootstrap,draft,de_complete,3,2026-04-08,True
LAP-11-27,hu,Einsatzgebiet jQuery,11_Informatik/27_Einsatzgebiet_jQuery/README.md,11,11_Informatik,27,27_Einsatzgebiet_jQuery,11-27-einsatzgebiet_jquery,draft,de_complete,3,2026-04-08,True
LAP-11-28,hu,PHP Zugriff auf MySQL,11_Informatik/28_PHP_Zugriff_auf_MySQL/README.md,11,11_Informatik,28,28_PHP_Zugriff_auf_MySQL,11-28-php_zugriff_auf_mysql,draft,de_complete,3,2026-04-08,True
LAP-11-29,hu,Multitasking,11_Informatik/29_Multitasking/README.md,11,11_Informatik,29,29_Multitasking,11-29-multitasking,draft,de_complete,3,2026-04-08,True
LAP-11-30,hu,Mobile Webseiten,11_Informatik/30_Mobile_Webseiten/README.md,11,11_Informatik,30,30_Mobile_Webseiten,11-30-mobile_webseiten,draft,de_complete,3,2026-04-08,True
LAP-11-31,hu,Responsive Webdesign,11_Informatik/31_Responsive_Webdesign/README.md,11,11_Informatik,31,31_Responsive_Webdesign,11-31-responsive_webdesign,draft,de_complete,3,2026-04-08,True
LAP-11-32,hu,Mobile First,11_Informatik/32_Mobile_First/README.md,11,11_Informatik,32,32_Mobile_First,11-32-mobile_first,draft,de_complete,3,2026-04-08,True
LAP-11-33,hu,Aktuelle Programmiersprachen,11_Informatik/33_Aktuelle_Programmiersprachen/README.md,11,11_Informatik,33,33_Aktuelle_Programmiersprachen,11-33-aktuelle_programmiersprachen,draft,de_complete,5,2026-04-08,True
LAP-11-34,hu,Programmiersprachen fuer mobile Apps und Internet,11_Informatik/34_Programmiersprachen_fuer_mobile_Apps_und_Internet/README.md,11,11_Informatik,34,34_Programmiersprachen_fuer_mobile_Apps_und_Internet,11-34-programmiersprachen_fuer_mobile_apps_und_internet,draft,de_complete,5,2026-04-08,True
LAP-11-35,hu,Java Technologien im Web,11_Informatik/35_Java_Technologien_im_Web/README.md,11,11_Informatik,35,35_Java_Technologien_im_Web,11-35-java_technologien_im_web,draft,de_complete,4,2026-04-08,True
LAP-11-36,hu,DotNet Technologien im Web,11_Informatik/36_DotNet_Technologien_im_Web/README.md,11,11_Informatik,36,36_DotNet_Technologien_im_Web,11-36-dotnet_technologien_im_web,draft,de_complete,4,2026-04-08,True
LAP-11-37,hu,Metadaten,11_Informatik/37_Metadaten/README.md,11,11_Informatik,37,37_Metadaten,11-37-metadaten,draft,de_complete,3,2026-04-08,True
LAP-11-38,hu,KISS und DRY,11_Informatik/38_KISS_und_DRY/README.md,11,11_Informatik,38,38_KISS_und_DRY,11-38-kiss_und_dry,draft,de_complete,3,2026-04-08,True
LAP-11-39,hu,Coding Standards und Code Konventionen,11_Informatik/39_Coding_Standards_und_Code_Konventionen/README.md,11,11_Informatik,39,39_Coding_Standards_und_Code_Konventionen,11-39-coding_standards_und_code_konventionen,draft,de_complete,4,2026-04-08,True
LAP-11-40,hu,Cross Plattform Entwicklung,11_Informatik/40_Cross_Plattform_Entwicklung/README.md,11,11_Informatik,40,40_Cross_Plattform_Entwicklung,11-40-cross_plattform_entwicklung,draft,de_complete,3,2026-04-08,True
LAP-11-41,hu,Continuous Integration,11_Informatik/41_Continuous_Integration/README.md,11,11_Informatik,41,41_Continuous_Integration,11-41-continuous_integration,draft,de_complete,3,2026-04-08,True
LAP-11-42,hu,Continuous Delivery und Deployment,11_Informatik/42_Continuous_Delivery_und_Deployment/README.md,11,11_Informatik,42,42_Continuous_Delivery_und_Deployment,11-42-continuous_delivery_und_deployment,draft,de_complete,3,2026-04-08,True
LAP-11-43,hu,CI CD Vorgaben,11_Informatik/43_CI_CD_Vorgaben/README.md,11,11_Informatik,43,43_CI_CD_Vorgaben,11-43-ci_cd_vorgaben,draft,de_complete,4,2026-04-08,True
LAP-12-01,hu,Begriff Projektmanagement,12_Projektmanagement/01_Begriff_Projektmanagement/README.md,12,12_Projektmanagement,01,01_Begriff_Projektmanagement,12-01-begriff_projektmanagement,draft,de_complete,2,2026-04-08,True
LAP-12-02,hu,Definition von Projekten,12_Projektmanagement/02_Definition_von_Projekten/README.md,12,12_Projektmanagement,02,02_Definition_von_Projekten,12-02-definition_von_projekten,draft,de_complete,2,2026-04-08,True
LAP-12-03,hu,Pflichtenheft,12_Projektmanagement/03_Pflichtenheft/README.md,12,12_Projektmanagement,03,03_Pflichtenheft,12-03-pflichtenheft,draft,de_complete,2,2026-04-08,True
LAP-12-04,hu,Lastenheft,12_Projektmanagement/04_Lastenheft/README.md,12,12_Projektmanagement,04,04_Lastenheft,12-04-lastenheft,draft,de_complete,2,2026-04-08,True
LAP-12-05,hu,Spannungsfelder im Projekt,12_Projektmanagement/05_Spannungsfelder_im_Projekt/README.md,12,12_Projektmanagement,05,05_Spannungsfelder_im_Projekt,12-05-spannungsfelder_im_projekt,draft,de_complete,2,2026-04-08,True
LAP-12-06,hu,Primaeres Projektziel,12_Projektmanagement/06_Primaeres_Projektziel/README.md,12,12_Projektmanagement,06,06_Primaeres_Projektziel,12-06-primaeres_projektziel,draft,de_complete,2,2026-04-08,True
LAP-12-07,hu,Vor und Nachteile der Projektorganisation,12_Projektmanagement/07_Vor_und_Nachteile_der_Projektorganisation/README.md,12,12_Projektmanagement,07,07_Vor_und_Nachteile_der_Projektorganisation,12-07-vor_und_nachteile_der_projektorganisation,draft,de_complete,2,2026-04-08,True
LAP-12-08,hu,Ziel der Projektdokumentation,12_Projektmanagement/08_Ziel_der_Projektdokumentation/README.md,12,12_Projektmanagement,08,08_Ziel_der_Projektdokumentation,12-08-ziel_der_projektdokumentation,draft,de_complete,2,2026-04-08,True
LAP-12-09,hu,Struktogramm,12_Projektmanagement/09_Struktogramm/README.md,12,12_Projektmanagement,09,09_Struktogramm,12-09-struktogramm,draft,de_complete,2,2026-04-08,True
LAP-12-10,hu,Ablaufdiagramm Flowchart,12_Projektmanagement/10_Ablaufdiagramm_Flowchart/README.md,12,12_Projektmanagement,10,10_Ablaufdiagramm_Flowchart,12-10-ablaufdiagramm_flowchart,draft,de_complete,3,2026-04-08,True
LAP-12-11,hu,Wesentliche Schritte der Projektplanung,12_Projektmanagement/11_Wesentliche_Schritte_der_Projektplanung/README.md,12,12_Projektmanagement,11,11_Wesentliche_Schritte_der_Projektplanung,12-11-wesentliche_schritte_der_projektplanung,draft,de_complete,3,2026-04-08,True
LAP-12-12,hu,Eigenschaften eines Projektleiters,12_Projektmanagement/12_Eigenschaften_eines_Projektleiters/README.md,12,12_Projektmanagement,12,12_Eigenschaften_eines_Projektleiters,12-12-eigenschaften_eines_projektleiters,draft,de_complete,2,2026-04-08,True
LAP-12-13,hu,Aufgaben eines Projektleiters,12_Projektmanagement/13_Aufgaben_eines_Projektleiters/README.md,12,12_Projektmanagement,13,13_Aufgaben_eines_Projektleiters,12-13-aufgaben_eines_projektleiters,draft,de_complete,2,2026-04-08,True
LAP-12-14,hu,Dokumentationen eines Projektes,12_Projektmanagement/14_Dokumentationen_eines_Projektes/README.md,12,12_Projektmanagement,14,14_Dokumentationen_eines_Projektes,12-14-dokumentationen_eines_projektes,draft,de_complete,2,2026-04-08,True
LAP-12-15,hu,Projektauftrag,12_Projektmanagement/15_Projektauftrag/README.md,12,12_Projektmanagement,15,15_Projektauftrag,12-15-projektauftrag,draft,de_complete,2,2026-04-08,True
LAP-12-16,hu,Projektstrukturplan,12_Projektmanagement/16_Projektstrukturplan/README.md,12,12_Projektmanagement,16,16_Projektstrukturplan,12-16-projektstrukturplan,draft,de_complete,2,2026-04-08,True
LAP-12-17,hu,Arbeitspaket,12_Projektmanagement/17_Arbeitspaket/README.md,12,12_Projektmanagement,17,17_Arbeitspaket,12-17-arbeitspaket,draft,de_complete,2,2026-04-08,True
LAP-12-18,hu,Meilenstein,12_Projektmanagement/18_Meilenstein/README.md,12,12_Projektmanagement,18,18_Meilenstein,12-18-meilenstein,draft,de_complete,3,2026-04-08,True
LAP-12-19,hu,Internes und externes Projekt,12_Projektmanagement/19_Internes_und_externes_Projekt/README.md,12,12_Projektmanagement,19,19_Internes_und_externes_Projekt,12-19-internes_und_externes_projekt,draft,de_complete,2,2026-04-08,True
LAP-12-20,hu,Projektkostenplanung,12_Projektmanagement/20_Projektkostenplanung/README.md,12,12_Projektmanagement,20,20_Projektkostenplanung,12-20-projektkostenplanung,draft,de_complete,3,2026-04-08,True
LAP-13-01,hu,Softwareprozessmodelle,13_Projektmethoden_und_Tools/01_Softwareprozessmodelle/README.md,13,13_Projektmethoden_und_Tools,01,01_Softwareprozessmodelle,13-01-softwareprozessmodelle,draft,de_complete,2,2026-04-08,True
LAP-13-02,hu,Wasserfallmodell Aufbau,13_Projektmethoden_und_Tools/02_Wasserfallmodell_Aufbau/README.md,13,13_Projektmethoden_und_Tools,02,02_Wasserfallmodell_Aufbau,13-02-wasserfallmodell_aufbau,draft,de_complete,2,2026-04-08,True
LAP-13-03,hu,Agiles Projektmanagement,13_Projektmethoden_und_Tools/03_Agiles_Projektmanagement/README.md,13,13_Projektmethoden_und_Tools,03,03_Agiles_Projektmanagement,13-03-agiles_projektmanagement,draft,de_complete,3,2026-04-08,True
LAP-13-04,hu,DevOps,13_Projektmethoden_und_Tools/04_DevOps/README.md,13,13_Projektmethoden_und_Tools,04,04_DevOps,13-04-devops,draft,de_complete,2,2026-04-08,True
LAP-13-05,hu,Scrummaster,13_Projektmethoden_und_Tools/05_Scrummaster/README.md,13,13_Projektmethoden_und_Tools,05,05_Scrummaster,13-05-scrummaster,draft,de_complete,3,2026-04-08,True
LAP-13-06,hu,Productowner,13_Projektmethoden_und_Tools/06_Productowner/README.md,13,13_Projektmethoden_und_Tools,06,06_Productowner,13-06-productowner,draft,de_complete,3,2026-04-08,True
LAP-13-07,hu,Backlog,13_Projektmethoden_und_Tools/07_Backlog/README.md,13,13_Projektmethoden_und_Tools,07,07_Backlog,13-07-backlog,draft,de_complete,2,2026-04-08,True
LAP-13-08,hu,Sprint,13_Projektmethoden_und_Tools/08_Sprint/README.md,13,13_Projektmethoden_und_Tools,08,08_Sprint,13-08-sprint,draft,de_complete,2,2026-04-08,True
LAP-13-09,hu,Stakeholder,13_Projektmethoden_und_Tools/09_Stakeholder/README.md,13,13_Projektmethoden_und_Tools,09,09_Stakeholder,13-09-stakeholder,draft,de_complete,2,2026-04-08,True
LAP-13-10,hu,Daily Scrum / Standup,13_Projektmethoden_und_Tools/10_Daily_Scrum_Standup/README.md,13,13_Projektmethoden_und_Tools,10,10_Daily_Scrum_Standup,13-10-daily_scrum_standup,draft,de_complete,2,2026-04-08,True
LAP-13-11,hu,User Story und Story Board,13_Projektmethoden_und_Tools/11_User_Story_und_Story_Board/README.md,13,13_Projektmethoden_und_Tools,11,11_User_Story_und_Story_Board,13-11-user_story_und_story_board,draft,de_complete,2,2026-04-08,True
LAP-13-12,hu,Probleme des Wasserfallmodells,13_Projektmethoden_und_Tools/12_Probleme_des_Wasserfallmodells/README.md,13,13_Projektmethoden_und_Tools,12,12_Probleme_des_Wasserfallmodells,13-12-probleme_des_wasserfallmodells,draft,de_complete,2,2026-04-08,True
LAP-13-13,hu,V-Modell Aufbau,13_Projektmethoden_und_Tools/13_V_Modell_Aufbau/README.md,13,13_Projektmethoden_und_Tools,13,13_V_Modell_Aufbau,13-13-v_modell_aufbau,draft,de_complete,2,2026-04-08,True
LAP-13-14,hu,Vor- und Nachteile des V-Modells,13_Projektmethoden_und_Tools/14_Vor_und_Nachteile_des_V_Modells/README.md,13,13_Projektmethoden_und_Tools,14,14_Vor_und_Nachteile_des_V_Modells,13-14-vor_und_nachteile_des_v_modells,draft,de_complete,2,2026-04-08,True
LAP-13-15,hu,Softwareentwurf,13_Projektmethoden_und_Tools/15_Softwareentwurf/README.md,13,13_Projektmethoden_und_Tools,15,15_Softwareentwurf,13-15-softwareentwurf,draft,de_complete,2,2026-04-08,True
LAP-13-16,hu,Prototyp,13_Projektmethoden_und_Tools/16_Prototyp/README.md,13,13_Projektmethoden_und_Tools,16,16_Prototyp,13-16-prototyp,draft,de_complete,2,2026-04-08,True
LAP-13-17,hu,Soll-Ist-Analyse,13_Projektmethoden_und_Tools/17_Soll_Ist_Analyse/README.md,13,13_Projektmethoden_und_Tools,17,17_Soll_Ist_Analyse,13-17-soll_ist_analyse,draft,de_complete,2,2026-04-08,True
LAP-13-18,hu,Versionsverwaltung,13_Projektmethoden_und_Tools/18_Versionsverwaltung/README.md,13,13_Projektmethoden_und_Tools,18,18_Versionsverwaltung,13-18-versionsverwaltung,draft,de_complete,2,2026-04-08,True
LAP-14-01,hu,Zweck von Code Reviews,14_Qualitaetssicherung/01_Zweck_von_Code_Reviews/README.md,14,14_Qualitaetssicherung,01,01_Zweck_von_Code_Reviews,14-01-zweck_von_code_reviews,draft,de_complete,2,2026-04-08,True
LAP-14-02,hu,Schreibtischtest,14_Qualitaetssicherung/02_Schreibtischtest/README.md,14,14_Qualitaetssicherung,02,02_Schreibtischtest,14-02-schreibtischtest,draft,de_complete,2,2026-04-08,True
LAP-14-03,hu,Black Box und White Box Test,14_Qualitaetssicherung/03_Black_Box_und_White_Box_Test/README.md,14,14_Qualitaetssicherung,03,03_Black_Box_und_White_Box_Test,14-03-black_box_und_white_box_test,draft,de_complete,2,2026-04-08,True
LAP-14-04,hu,Qualitätsmerkmale der Softwarefunktionalität,14_Qualitaetssicherung/04_Qualitaetsmerkmale_der_Softwarefunktionalitaet/README.md,14,14_Qualitaetssicherung,04,04_Qualitaetsmerkmale_der_Softwarefunktionalitaet,14-04-qualitaetsmerkmale_der_softwarefunktionalitaet,draft,de_complete,2,2026-04-08,True
LAP-14-05,hu,Changemanagement,14_Qualitaetssicherung/05_Changemanagement/README.md,14,14_Qualitaetssicherung,05,05_Changemanagement,14-05-changemanagement,draft,de_complete,2,2026-04-08,True
LAP-14-06,hu,Versionierung und Nutzen,14_Qualitaetssicherung/06_Versionierung_und_Nutzen/README.md,14,14_Qualitaetssicherung,06,06_Versionierung_und_Nutzen,14-06-versionierung_und_nutzen,draft,de_complete,2,2026-04-08,True
LAP-14-07,hu,Problemmanagement,14_Qualitaetssicherung/07_Problemmanagement/README.md,14,14_Qualitaetssicherung,07,07_Problemmanagement,14-07-problemmanagement,draft,de_complete,2,2026-04-08,True
LAP-15-01,hu,Stadien der Softwareentwicklung,15_Grundkenntnisse_des_Programmierens/01_Stadien_der_Softwareentwicklung/README.md,15,15_Grundkenntnisse_des_Programmierens,01,01_Stadien_der_Softwareentwicklung,15-01-stadien_der_softwareentwicklung,draft,de_complete,2,2026-04-09,True
LAP-15-02,hu,Prozedurale und objektorientierte Programmierung,15_Grundkenntnisse_des_Programmierens/02_Prozedurale_und_objektorientierte_Programmierung/README.md,15,15_Grundkenntnisse_des_Programmierens,02,02_Prozedurale_und_objektorientierte_Programmierung,15-02-prozedurale_und_objektorientierte_programmierung,draft,de_complete,2,2026-04-09,True
LAP-15-03,hu,Algorithmus,15_Grundkenntnisse_des_Programmierens/03_Algorithmus/README.md,15,15_Grundkenntnisse_des_Programmierens,03,03_Algorithmus,15-03-algorithmus,draft,de_complete,2,2026-04-09,True
LAP-15-04,hu,Pseudocode,15_Grundkenntnisse_des_Programmierens/04_Pseudocode/README.md,15,15_Grundkenntnisse_des_Programmierens,04,04_Pseudocode,15-04-pseudocode,draft,de_complete,2,2026-04-09,True
LAP-15-05,hu,Sortieralgorithmen: Bubblesort / Quicksort,15_Grundkenntnisse_des_Programmierens/05_Sortieralgorithmen_Bubblesort_Quicksort/README.md,15,15_Grundkenntnisse_des_Programmierens,05,05_Sortieralgorithmen_Bubblesort_Quicksort,15-05-sortieralgorithmen_bubblesort_quicksort,draft,de_complete,2,2026-04-09,True
LAP-15-06,hu,Suchalgorithmen: sequentiell / binaer,15_Grundkenntnisse_des_Programmierens/06_Suchalgorithmen_sequentiell_binaer/README.md,15,15_Grundkenntnisse_des_Programmierens,06,06_Suchalgorithmen_sequentiell_binaer,15-06-suchalgorithmen_sequentiell_binaer,draft,de_complete,2,2026-04-09,True
LAP-15-07,hu,Ablauf der Programmentwicklung,15_Grundkenntnisse_des_Programmierens/07_Ablauf_der_Programmentwicklung/README.md,15,15_Grundkenntnisse_des_Programmierens,07,07_Ablauf_der_Programmentwicklung,15-07-ablauf_der_programmentwicklung,draft,de_complete,2,2026-04-09,True
LAP-15-08,hu,Aufbau einer Programmiersprache,15_Grundkenntnisse_des_Programmierens/08_Aufbau_einer_Programmiersprache/README.md,15,15_Grundkenntnisse_des_Programmierens,08,08_Aufbau_einer_Programmiersprache,15-08-aufbau_einer_programmiersprache,draft,de_complete,2,2026-04-09,True
LAP-15-09,hu,Interpreter und Compiler,15_Grundkenntnisse_des_Programmierens/09_Interpreter_und_Compiler/README.md,15,15_Grundkenntnisse_des_Programmierens,09,09_Interpreter_und_Compiler,15-09-interpreter_und_compiler,draft,de_complete,2,2026-04-09,True
LAP-15-10,hu,Debugger,15_Grundkenntnisse_des_Programmierens/10_Debugger/README.md,15,15_Grundkenntnisse_des_Programmierens,10,10_Debugger,15-10-debugger,draft,de_complete,2,2026-04-09,True
LAP-15-11,hu,Assembler,15_Grundkenntnisse_des_Programmierens/11_Assembler/README.md,15,15_Grundkenntnisse_des_Programmierens,11,11_Assembler,15-11-assembler,draft,de_complete,2,2026-04-09,True
LAP-15-12,hu,Rekursive Funktionen,15_Grundkenntnisse_des_Programmierens/12_Rekursive_Funktionen/README.md,15,15_Grundkenntnisse_des_Programmierens,12,12_Rekursive_Funktionen,15-12-rekursive_funktionen,draft,de_complete,2,2026-04-09,True
LAP-15-13,hu,ASCII-Tabellen,15_Grundkenntnisse_des_Programmierens/13_ASCII_Tabellen/README.md,15,15_Grundkenntnisse_des_Programmierens,13,13_ASCII_Tabellen,15-13-ascii_tabellen,draft,de_complete,2,2026-04-09,True
LAP-15-14,hu,"Variablenarten, Datentypen, Definitionen",15_Grundkenntnisse_des_Programmierens/14_Variablenarten_Datentypen_Definitionen/README.md,15,15_Grundkenntnisse_des_Programmierens,14,14_Variablenarten_Datentypen_Definitionen,15-14-variablenarten_datentypen_definitionen,draft,de_complete,2,2026-04-09,True
LAP-15-15,hu,Variable und Konstante,15_Grundkenntnisse_des_Programmierens/15_Variable_und_Konstante/README.md,15,15_Grundkenntnisse_des_Programmierens,15,15_Variable_und_Konstante,15-15-variable_und_konstante,draft,de_complete,2,2026-04-09,True
LAP-15-16,hu,Gueltigkeitsbereiche von Variablen,15_Grundkenntnisse_des_Programmierens/16_Gueltigkeitsbereiche_von_Variablen/README.md,15,15_Grundkenntnisse_des_Programmierens,16,16_Gueltigkeitsbereiche_von_Variablen,15-16-gueltigkeitsbereiche_von_variablen,draft,de_complete,2,2026-04-09,True
LAP-15-17,hu,Schleifen,15_Grundkenntnisse_des_Programmierens/17_Schleifen/README.md,15,15_Grundkenntnisse_des_Programmierens,17,17_Schleifen,15-17-schleifen,draft,de_complete,2,2026-04-09,True
LAP-15-18,hu,Kopf- und fussgesteuerte Schleifen,15_Grundkenntnisse_des_Programmierens/18_Kopf_und_Fussgesteuerte_Schleifen/README.md,15,15_Grundkenntnisse_des_Programmierens,18,18_Kopf_und_Fussgesteuerte_Schleifen,15-18-kopf_und_fussgesteuerte_schleifen,draft,de_complete,2,2026-04-09,True
LAP-15-19,hu,Verzweigungen und Fallunterscheidungen,15_Grundkenntnisse_des_Programmierens/19_Verzweigungen_und_Fallunterscheidungen/README.md,15,15_Grundkenntnisse_des_Programmierens,19,19_Verzweigungen_und_Fallunterscheidungen,15-19-verzweigungen_und_fallunterscheidungen,draft,de_complete,2,2026-04-09,True
LAP-15-20,hu,Objektorientierte Programmierung,15_Grundkenntnisse_des_Programmierens/20_Objektorientierte_Programmierung/README.md,15,15_Grundkenntnisse_des_Programmierens,20,20_Objektorientierte_Programmierung,15-20-objektorientierte_programmierung,draft,de_complete,2,2026-04-09,True
LAP-16-01,hu,Datenbanksysteme,16_Datenbanken_Datenmodelle_Datenstrukturen/01_Datenbanksysteme/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,01,01_Datenbanksysteme,16-01-datenbanksysteme,draft,de_complete,2,2026-04-09,True
LAP-16-02,hu,Datenbankabfragen: SQL / SQL-XML,16_Datenbanken_Datenmodelle_Datenstrukturen/02_Datenbankabfragen_SQL_SQL_XML/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,02,02_Datenbankabfragen_SQL_SQL_XML,16-02-datenbankabfragen_sql_sql_xml,draft,de_complete,2,2026-04-09,True
LAP-16-03,hu,DBMS,16_Datenbanken_Datenmodelle_Datenstrukturen/03_DBMS/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,03,03_DBMS,16-03-dbms,draft,de_complete,2,2026-04-09,True
LAP-16-04,hu,CMS,16_Datenbanken_Datenmodelle_Datenstrukturen/04_CMS/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,04,04_CMS,16-04-cms,draft,de_complete,3,2026-04-09,True
LAP-16-05,hu,Integritaet in Datenbanken,16_Datenbanken_Datenmodelle_Datenstrukturen/05_Integritaet_in_Datenbanken/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,05,05_Integritaet_in_Datenbanken,16-05-integritaet_in_datenbanken,draft,de_complete,2,2026-04-09,True
LAP-16-06,hu,Redundanz in Datenbanken,16_Datenbanken_Datenmodelle_Datenstrukturen/06_Redundanz_in_Datenbanken/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,06,06_Redundanz_in_Datenbanken,16-06-redundanz_in_datenbanken,draft,de_complete,2,2026-04-09,True
LAP-16-07,hu,Vorgehensweise bei der Datenmodellierung,16_Datenbanken_Datenmodelle_Datenstrukturen/07_Vorgehensweise_bei_der_Datenmodellierung/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,07,07_Vorgehensweise_bei_der_Datenmodellierung,16-07-vorgehensweise_bei_der_datenmodellierung,draft,de_complete,2,2026-04-09,True
LAP-16-08,hu,Grundlegende Datenbankoperationen,16_Datenbanken_Datenmodelle_Datenstrukturen/08_Grundlegende_Datenbankoperationen/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,08,08_Grundlegende_Datenbankoperationen,16-08-grundlegende_datenbankoperationen,draft,de_complete,2,2026-04-09,True
LAP-16-09,hu,Erste drei Normalformen,16_Datenbanken_Datenmodelle_Datenstrukturen/09_Erste_drei_Normalformen/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,09,09_Erste_drei_Normalformen,16-09-erste_drei_normalformen,draft,de_complete,2,2026-04-09,True
LAP-16-10,hu,"Primaerschluessel, Fremdschluessel, Relationen",16_Datenbanken_Datenmodelle_Datenstrukturen/10_Primaerschluessel_Fremdschluessel_Relationen/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,10,10_Primaerschluessel_Fremdschluessel_Relationen,16-10-primaerschluessel_fremdschluessel_relationen,draft,de_complete,2,2026-04-09,True
LAP-16-11,hu,Index: Vor- und Nachteile,16_Datenbanken_Datenmodelle_Datenstrukturen/11_Index_Vor_und_Nachteile/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,11,11_Index_Vor_und_Nachteile,16-11-index_vor_und_nachteile,draft,de_complete,2,2026-04-09,True
LAP-16-12,hu,Freeware-Datenbanken: Vor- und Nachteile,16_Datenbanken_Datenmodelle_Datenstrukturen/12_Freeware_Datenbanken_Vor_und_Nachteile/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,12,12_Freeware_Datenbanken_Vor_und_Nachteile,16-12-freeware_datenbanken_vor_und_nachteile,draft,de_complete,4,2026-04-09,True
LAP-16-13,hu,Sicherungsmethoden,16_Datenbanken_Datenmodelle_Datenstrukturen/13_Sicherungsmethoden/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,13,13_Sicherungsmethoden,16-13-sicherungsmethoden,draft,de_complete,3,2026-04-09,True
LAP-16-14,hu,Sperrtabelle und Sperrverhalten,16_Datenbanken_Datenmodelle_Datenstrukturen/14_Sperrtabelle_und_Sperrverhalten/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,14,14_Sperrtabelle_und_Sperrverhalten,16-14-sperrtabelle_und_sperrverhalten,draft,de_complete,2,2026-04-09,True
LAP-16-15,hu,Betriebliches Informationssystem (BIS),16_Datenbanken_Datenmodelle_Datenstrukturen/15_Betriebliches_Informationssystem_BIS/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,15,15_Betriebliches_Informationssystem_BIS,16-15-betriebliches_informationssystem_bis,draft,de_complete,3,2026-04-09,True
LAP-16-16,hu,ERP-Systeme,16_Datenbanken_Datenmodelle_Datenstrukturen/16_ERP_Systeme/README.md,16,16_Datenbanken_Datenmodelle_Datenstrukturen,16,16_ERP_Systeme,16-16-erp_systeme,draft,de_complete,2,2026-04-09,True
